,Comment,Climate
768,"Jeg synes, man skal lægge mærke til, at rigtig meget af det, vi henter ind på de relativt få olieforekomster, som vi råder over i Danmark, bruger vi jo faktisk til grøn omstilling. Dem har vi jo netop brugt til at finansiere Togfonden DK med, og hvad er det, Togfonden DK gør? Den gør faktisk, at vi kan få udfaset – ja, man tror næsten, det er løgn – gamle lokomotiver fra 1986; dem kan vi nu få udfaset, og så kan vi få ellokomotiver, som jo er grønne i forhold til de diesellokomotiver, vi har i dag. Så nej, vi vil ikke stoppe med at udvinde olie, for så ville vi faktisk ikke kunne gennemføre det, vi gerne vil, altså at få en grøn offentlig transport, særlig på jernbaneområdet. ",1
769,"Tak for det, og tak til ordføreren. Jeg vil spørge ind til det, som vores klimavismand Peter Birch Sørensen siger i Information, nemlig at 1 milliard kroner til klimaomstilling langtfra er nok. Jeg ser jo egentlig Liberal Alliance som et parti, der, i hvert fald inden de kom i regering, var visionært og havde nogle nye tanker for fremtiden. Det, jeg egentlig godt kunne tænke mig at høre om, er, om Liberal Alliance har nogen visioner om den grønne omstilling, og hvad Liberal Alliance ønsker at gøre ved det. Og hvis Liberal Alliance eventuelt ikke er en del af en kommende regering, hvad er så Liberal Alliances vision for en grøn omstilling? ",1
770,"Først og fremmest tak for talen. Det er godt at blive mindet om, at det har været en varm sommer, hvis vi skulle have glemt det – arh, det har vi ikke. Men det er jo, som ordføreren også siger, ganske tankevækkende. Mit spørgsmål skal præcis gå på det, som ordføreren indledte og afsluttede sin tale med, om den grønne dagsorden. Den nuværende regering har jo en målsætning om at gøre Danmark fossilfrit i 2050. Jeg kender godt Alternativets noget mere ambitiøse forslag; jeg kender også Socialdemokratiets forslag, som ligger et sted midtimellem, men i hvert fald er mere ambitiøst end den nuværende regerings. Jeg skal bare høre, hvordan Alternativet vurderer den målsætning, som den nuværende regering og den nuværende statsminister har, for, hvornår Danmark skal være fossilfrit. ",1
771,"Tak for et meget klart svar. Hvis vi forestiller os den situation, at den nuværende statsminister fortsætter som statsminister efter næste valg og Alternativet har de afgørende mandater til i givet fald at kunne afgøre, om den statsminister skal fortsætte eller ej – sådan er det jo i et land, der har negativ parlamentarisme – og regeringen Lars Løkke Rasmussen fastholder sin ambitiøse, eller hvad vi nu skal kalde den, målsætning om, at Danmark skal være fossilfrit i år 2050, vil det så være den udløsende faktor, i forhold til at Alternativet vil vælte den regering? ",0
772,"Jeg er fuldstændig enig, men min natur tilsiger mig, at man også skal rose, og at man skal rose, når der er noget rose; vi må bare huske på, at regeringen trods alt har evnet at finde 1 milliard kroner til grøn omstilling, kun 250 million kroner om året og langt, langt, langt fra det niveau, vi ønsker. Men jeg er jo fuldstændig enig med Enhedslisten, og det var også noget af det, jeg selv nævnte lige den dag, da finanslovsforslaget blev offentliggjort. ",0
773,"Tak for det. Først og fremmest tak til Alternativets ordfører for talen og det store fokus på klimaforandringerne, på den grønne omstilling, som jeg er fuldstændig enig med Alternativet i vi skal tage langt mere alvorligt, end vi gør. Det er også rigtigt, det var meget behageligt at ligge i blød i Aarhusbugten, men det sender nogle ubehagelige signaler om, hvad det er for en fremtid, vi går i møde, og derfor er vi nødt til at handle mere. Jeg kunne godt tænke mig at være lidt konkret om nogle af de klimaforhandlinger, vi skal i gang med, for set gennem Alternativets briller kan man så overhovedet lave en ambitiøs klimaaftale her i efteråret, uden at man både har konkrete initiativer og ret ambitiøse mål for for eksempel transportsektoren? ",0
774,"Jeg er meget interesseret i lige præcis den der indholdsmæssige diskussion. Nu har regeringen været ude at sige, at eksempelvis Socialdemokratiets mål om en halv million grønne biler vil man ikke tilslutte sig. I virkeligheden kan jeg ikke se, hvordan vi kan lave en ambitiøs aftale, uden at man tager ordentligt fat om transportsektoren, som er et af de områder, hvor CO 2 -udledningen stiger år for år. Jeg er sådan set enig i alt det med, at man skal have mulighed for at gå videre bagefter, men jeg prøver bare at blive klar over, om Alternativet i virkeligheden synes, man kan diskutere klima på en seriøs måde uden at tage fat på eksempelvis transportsektoren og sætte sig et konkret mål, hvilket regeringen desværre afviser på nuværende tidspunkt. ",1
775,"Jeg kan bekræfte, at den konservative kurs på klimaområdet ligger fast. Der er ikke nogen ting, der har ændret sig. Vores ambitioner er fuldstændig uændret. Da vi trådte ind i regeringen, fik vi fastsat en ambition om, at vi skal være 50 procent forsynet med vedvarende energi i 2030. Nu er vi oppe 55 procent Det er vi glade for. Vi har sikret, at der nu er afsat en klimamilliard over de kommende 4 år på finanslovsforslaget. Det er vi rigtig glade for. Og vi arbejder selvfølgelig videre hver eneste dag for at trække Danmark i en grønnere retning. ",0
776,"Radikale Venstres vision er, at alle fossile brændsler skal ud af vores transportsektor – jo før, jo bedre. Lovforslaget her medfører ikke mere vedvarende energi i transportsektoren direkte, men skaber rammen for det. EU har besluttet at skabe et indre marked for alternative og klimavenlige drivmidler til vores biler, færger, fly, busser og så videre, og Radikale Venstre er meget positive over for det initiativ. Lovforslaget her bemyndiger ministeriet til at implementere de love, som bliver vedtaget i EU i forbindelse hermed. Radikale Venstre kan støtte lovforslaget. ",1
777,"Tak, og tak for ordførertalen. Jeg bemærkede lige på et tidspunkt, og det var derfor, jeg trykkede mig ind, at ordføreren sagde – og nu må ordføreren så korrekse mig, hvis ikke det er rigtigt – at man kan øge biodiversiteten ved at øge andelen af skov. Det er vel ret beset andelen af – jeg bryder mig ikke så meget om udtrykkene, men fordi vi er vant til at anvende de udtryk, anvender jeg dem også her – af urørt skov og såkaldt biodiversitetsskov, der skal øges, for at vi kan det, som også ret beset hedder at standse tilbagegangen i biodiversitet. ",0
778,"Det synes jeg sådan set er en ganske fin præcisering af herre Carsten Bach, for det er oplagt, at hvis man øger skovarealet med produktionsskov, vil løftet i naturkvalitet – for nu bare at bruge et mere mundret begreb – selvfølgelig være begrænset, hvorimod det, hvis vi udlægger fredskov eller biodiversitetsskov, for alvor vil give et boost i biodiversiteten eller i naturkvaliteten. Så det er oplagt, at hvis vi for alvor skal gøre noget for biodiversitet, er det fredskov eller biodiversitetsskov, vi skal anlægge. Og jeg synes, det er værd at bemærke, at forskellige forskere peger på, at en af de billigste måder at styrke naturkvaliteten på faktisk er at anlægge mere skov. Det er også derfor, at jeg forsøgte at give forslaget så mange positive ord med på vejen. ",0
779,"Det er rigtig godt at diskutere, hvad der har den højeste kvalitet. Og der må jeg bare sige, at når vi ude på vores landbrugsarealer har 1 million ha med foder til grise og 1 million ha med foder til andre dyr, kan jeg sagtens se, at man kunne reducere det areal og komme frem til, at der kunne være nogle naturarealer og skovarealer, som gav mere biodiversitet end de kæmpe kornmarker, som vi har derude. Så jeg synes, at der er al mulig grund til at få omlagt mere af vores landbrug til natur og skov. Er ordføreren ikke enig i det? ",0
780,"Jeg kan svare spørgeren, at hvis det havde handlet om bæredygtighed, ville jeg have haft det med i min ordførertale, men det handler ikke om det. Den diskussion er meget vigtig, og den deltager Socialdemokratiet naturligvis helhjertet i. Der er ikke noget, vi ønsker mere, end at varmeforsyningen i Danmark vil kunne gå over til vedvarende energi, så vi kan få kullene og olien ud af vores fjernvarmeforsyning. Så der er jeg enig med spørgeren. Men det her lovforslag handler om dataindsamling. ",1
781,"Tak for svaret. Det siger jo, at det sådan set er det fokus, som er væsentligt. Og det har måske endnu større betydning for, hvad det er for en fjernvarmepris, vi har i fremtiden, om vi formår at integrere mere el i vores fjernvarmesystem, om vi formår at lave de store investeringer i geotermi, som kan gøre, at vi kan hente den gratis varme op af undergrunden i stedet for at man skal importere flis fra Afrika, og hvad man ellers kan finde på, og importere kul. Jeg synes, fokus er et forkert sted i det her lovforslag. Kan ministeren ikke se, at vi også skal have den her bæredygtige omstilling ind i de prioriteringer, der laves? ",1
782,"Tak. Jeg synes faktisk, det her er en meget interessant diskussion. Og nu var ordføreren jo selv inde på det her eksempel med, at der blev læst op fra Koranen og så videre, så derfor vil jeg bare spørge, om ordføreren har nogle principielle overvejelser, i forhold til at der bliver læst op af de dele af Bibelen, som ikke er for børn, så at sige, altså om mord, voldtægt, incest og andre ting. Der er i min familie rigtig mange indremissionske mennesker, så jeg har fået børnebibelen mange gange. Og jeg synes da, at noget af det er meget kulørt, så jeg vil bare spørge: Har ordføreren en generel holdning til ting, der står i de bøger, som nogle betragter som hellige, i forhold til at nogle bøger må man godt læse ting op fra, som nogle ikke bryder sig om, og andre må man ikke? ",0
783,"Men igen kan man vel ikke se to ting isoleret fra hinanden? Jeg tænker bare på, hvordan det egentlig foregår i regeringen. For sådan som jeg er orienteret, er det i virkeligheden noget nyt, at man i Transportministeriet ligesom ikke indtænker CO 2 -belastningen, når man fremlægger sine rene transportpolitikker. Hvordan foregår det så i regeringen? Er det sådan, at det i virkeligheden er klimaministeren, der sidder og bestemmer over transportpolitikken, hvis der i transportpolitikken er elementer af klimabelastning og CO 2 -udledning? ",0
784,"Det har dog været sådan, at hvis vi stillede spørgsmål om CO 2 -udledningen, om en stigende udledning eller en manglende besparelse og så videre og så videre i forbindelse med forskellige tiltag inden for transportpolitikken, så har vi jo typisk rettet spørgsmålet til Transportministeriet, og vi har da også fået svar fra Transportministeriet. Det er jo derfor, vi siger, at det da er noget nyt, hvis det ikke ligesom er den procedure, vi skal anvende i fremtiden. ",1
785,"Det kan man også fortsat, og jeg ved også, at jeg i min ministertid har svaret på spørgsmål om CO 2 -udledning som følge af transporttiltag. Der har vi så skønnet bedst muligt, og jeg tror også, at vi nogle gange har bedt om hjælp i Energistyrelsen for at kunne svare på spørgsmålene. Men det kan man altså fortsat. Jeg siger bare, at det ikke har været sådan, at når en socialdemokratisk transportminister gerne har villet udvide en vej eller sætte hastigheden op eller lignende, så har transportministeren samtidig skullet redegøre for, hvordan den ekstra CO 2 -udledning i øvrigt skulle imødegås andre steder i transportsystemet. ",1
786,"Så er det bare, jeg spørger: Hvordan bliver det modtaget i den samlede regering, når man så på transportområdet – og jeg ved ikke, om det er en beslutning, der er taget i Transportministeriet eller hos transportministeren sådan helt afsondret, eller hvad man kalder det, fra øvrige ministerier – pludselig lægger frem, at nu forøger man hastigheden, at nu nedsætter man taksterne på Storebælt, at nu udvider man motorvejene, alt sammen med en stigende CO 2  udledning til følge? Hvad er så reaktionen i den øvrige del af regeringen, når transportministeren pludselig kommer med noget, som vel egentlig trækker i den modsatte retning af det, som man skulle, i forhold til at leve op til klimamålene? ",0
787,"Jo, men den naturlige udvikling på området går jo i forskellige retninger. Der er en vækst i økonomien. Det fører i retning af mere udledning. Til gengæld er der en ny udvikling af biler, der kan køre længere på literen, eller som kører på el, som bliver produceret af vindmøller om natten, og det trækker i retning af mindre CO 2 -udledning. Og jeg er da helt sikker på, at den teknologiske udvikling, der sker, overstiger den udvikling, der sker, i forhold til CO 2 , fordi vi tillader, at man på udvalgte vejstrækninger kører fra 80 til 90 kilometer per time ",1
788,"Altså, jeg står bare og undrer mig lidt, og undskyld, at jeg ikke bare kaster mig ud i et svar med det samme, men det er, fordi jeg står og tænker på den her korttidshukommelse, som vi også talte om i den seneste debat, vi havde herinde. Og den regering, fru Pia Olsen Dyhr jo var en del af, lavede en vækstaftale i 2014, som førte til  mere  CO 2 -udledning. Jeg synes, at historieløsheden tenderer lidt til at være hykleri en gang imellem, når venstrefløjen kaster sig ud i den slags. Det er jeg nødt til at sige. ",0
789,"Tak. Jeg synes jo, det er dybt problematisk, at der ifølge Undervisningsministeriet er sparet omkring 1 milliard kroner på erhvervsuddannelserne, og det håber jeg også ordførerens parti synes. Jeg har heldigvis i dag fået en positiv udmelding fra herre Kristian Thulesen Dahl om, at han vil tage det med til finanslovsforhandlingerne. Derfor vil jeg i stedet for spørge om noget helt andet – det er en lidt speciel måde at gøre det på. I Frankrig har præsident Macron i sommer annonceret, at man ikke længere vil give licenser til at efterforske olie og gas, og man vil helt stoppe med fossil indvinding senest i 2040. Hvad siger ordføreren til det? Er det noget, regeringen vil følge efter? ",0
790,"Må jeg godt lige sætte spørgsmålstegn ved, hvad der er mest ambitiøst: at holde op med at bore efter sin egen olie på et eller andet tidspunkt eller at holde op med at være afhængig af olie i det hele taget på et tidspunkt. Jeg synes, det sidste er mest ambitiøst, for det er det, der fører til CO 2 -udledning, og det er jo trods alt den, der betyder noget. Så jeg synes – og det er ikke for at negligere det – at det lidt er en sammenligning af pærer og bananer. For det ene handler om efterforskningen, og det andet handler om anvendelsen. Vi har en ambition om at være uafhængige af fossile brændsler i 2050, og det er en god ambition. ",1
791,"Mange tak til ordføreren og velkommen som ordfører i åbnings- og afslutningsdebatter. Det er en hyggelig tjans, hvor man kan blive spurgt om alle mulige ting, selvfølgelig med udgangspunkt i ordførerens tale her omkring vigtigheden af at være et godt land; ikke blot i, men også for verden. Hvis nu der skulle ske det her i landet – og det er ikke for at male nogen på væggen – at man fik et politisk flertal, som ville sætte Socialdemokratiet i stand til at danne en regering, ville Alternativet så kunne støtte en sådan regering, hvis CO 2 -udledningen stiger? ",0
792,"Jeg tror, at mange i Danmark vil være enig med mig i, at hvis man gerne vil indtage sunde og rene og bæredygtige og klimavenlige fødevarer som dansk forbruger, ville devisen være: Køb dansk, køb dansk. Men den udvikling, som jeg omtalte før i dansk landbrug i det hele taget, har jo gjort, at vi i dag faktisk kun skal bruge halvt så meget landbrugsareal som for 50 år siden til at brødføde en person. Også set i forhold til den her natur- og biodiversitetsdagsorden, som Alternativet gerne vil sætte, og som Liberal Alliance sådan set egentlig gerne vil, er det så ikke set med Alternativets briller en positiv udvikling, når vi tænker ind i at øge biodiversiteten og fremme vild og fri natur? ",0
793,"Tak. Danmark er et grønt foregangsland, også uanset hvor meget oppositionen så forsøger at tale Danmarks indsats og statsministerens initiativer nederst Regeringen har for eksempel lige for ganske nylig sammen med Dansk Folkeparti afsat 1 milliard kroner til et teknologineutralt udbud, sådan at vi kan få mere sol- og vindenergi i 2018 og 2019. Vil Radikale Venstre stemme for den aftale? Der er jo tale om øget udbygning med vedvarende energi, som jeg går ud fra Det Radikale Venstre ønsker. ",1
794,"Tak. Det tolker jeg som et nej, og jeg kan se, at der nikkes fra talerstolen. I Liberal Alliance har vi et princip om at stemme for aftaler, der sådan set, måske godt nok med små skridt, men i hvert fald går i den rigtige retning. Det kan eksemplificeres med, at alle skattelettelser er gode skattelettelser. Er det så egentlig ikke lidt hult i virkeligheden, når oppositionen og Radikale Venstre kritiserer regeringen og statsministeren for de grønne internationale initiativer, når man ikke selv herhjemme vil stemme for øget udbygning med vedvarende energi? ",0
795,"Tak. Ordføreren fremhævede i sin tale klimaforandringerne som et af de store problemer og fremhævede, at der var børn, som mente, at de voksne skulle lytte mere og tage de store beslutninger, og det var så nogle børn, som tog klimaproblemerne alvorligt. På den baggrund kunne jeg godt tænke mig at spørge ind til den her Nordsøaftale, Mærskaftale, som SF har været med i, hvor man jo går efter at hente den sidste olie op, samtidig med at klimaforskere anbefaler, at vi lader 80 procent af de kendte fossile brændsler blive i undergrunden. Mener ordføreren, at det harmonerer med, at SF i enighed med regeringen går efter at hente den sidste olie og gas op af undergrunden? ",1
796,"Nu kommer pengene ind efter 2021, og så skal vi diskutere, hvad de penge skal bruges til fra 2022. Der håber jeg da at vi har haft et regeringsskifte i Danmark, så man vil se fornuften i, at pengene bruges på velfærd og på grøn omstilling. Men jeg har også noteret mig, at Dansk Folkeparti jo meget klart har meldt ud, at de her penge ikke skal bruges til erhvervsskattelettelser. Så ligegyldigt hvad vil der være et flertal i Folketinget, der vil bruge pengene på at investere i velfærd, og nogle af os vil også investere i grøn omstilling. Der håber jeg da – det er min ambition – at Enhedslisten vil være med på det og ikke bare vil sætte sig ned og sige: De penge vil vi ikke bruge, for dem har vi ikke været med til at skaffe. ",0
797,"Jeg tror ikke, at der er nogen, der er utilfredse med det, når der bliver afsat penge til grøn omstilling. Spørgsmålet er bare, hvordan man gør det, og om man gør det med den hastighed, som nogle af os godt kunne ønske os. Jeg vil bare gentage spørgsmålet. Når De Konservative gerne vil slå sig op på at være regeringens grønne stemme, er man så tilfreds med den aftale, der er blevet indgået, som jo reelt er en opbremsning i forhold til den grønne omstilling, hvis man sammenligner den med det udspil, industrien og oppositionen er kommet med? ",0
798,"Jeg tror, vi er enige om, at vi ikke når i mål i forhold til de 39 procent, som ordføreren selv er inde på. Kan ordføreren løfte sløret for flere tanker, som Det Konservative Folkeparti gør sig, i forhold til hvad der ellers skal til? For det er jo et af de vigtigste spørgsmål i forhold til klima lige nu, nemlig hvad det i øvrigt er, vi skal sætte i værk for at få nedbragt CO 2 -udledningen for lige præcis transport og landbrug, hvor vi jo ved, vi skal ud og skrue på nogle store knapper. Så hvad tænker De Konservative sådan mere fremadrettet mod 2030 og længere frem? ",0
799,"Nej, det er det ikke. Jeg havde også ønsket mig, at det havde været en bred aftale om at investere 1 milliard kroner i udbygning af vedvarende energi. Det synes jeg da er ærgerligt at der ikke er flere partier i Folketinget der havde lyst til at bakke op om. Det var en teknikalitet, i forhold til hvilken udbudsmodel man ville have, som skilte vandene. Man kan sige, at fordelen ved den model, man har valgt, er, at der er en forudsigelighed i den. Den er ikke så afhængig af, hvordan priserne kommer til at stige og svinge. Vi har været udfordret med PSO'en, i forhold til at elprisen udviklede sig anderledes, end vi havde forudset. Det gav en stor ekstraregning. Den sikkerhed, så at sige, har man taget med den model, man har valgt her. Det er jo det, der er argumentet for den. ",0
800,"Jeg glæder mig over, at spørgeren ikke kom med den her lange opridsning af aftaler, vi har lavet, som kommer til at øge CO 2 -udledningen, for det tager jeg sådan set som et udtryk for, at den lange liste ikke findes. Men jeg må også bare sige: Det er fuldstændig rigtigt, at vi ikke er færdige med at snakke om, hvordan vi nedbringer vores udledning i eksempelvis transportsektoren frem mod 2030. Vi skal have mere el ind i vores tog og alle mulige andre steder i vores transportsystem. Det kommer vi til at genbesøge på et senere tidspunkt. ",0
801,"Mange tak. Jeg læste en artikel her for ikke så lang tid siden i »Officeren«, hvor man understreger, at man faktisk ikke har mandskab på mange af de her skibe, som forsvaret har omkring Grønland. I forhold til den her naturkatastrofe, som der var i Nordgrønland, som helt sikkert også har noget at gøre med de temperaturudsving og de klimaforandringer, som der er i Grønland, var det faktisk et hold værnepligtige, som var ombord, og som var i stand til at hjælpe, sådan at forsvaret kunne bidrage deroppe. Det er jo et tilfælde, og det synes jeg understreger, at der er behov for, at man kigger på, om der er mandskab nok til at kunne varetage et så stort område, som Grønland nu engang er, men at der selvfølgelig også skal være kapacitet til det i form af skibe og helikoptere. ",0
802,"Mange tak. Jeg vil også gerne takke fru Aaja Chemnitz Larsen, først for ordførertalen og, som det har lydt fra andre spørgere her i aften, også for samarbejdet. Naturkatastrofen i Nordgrønland er flere gange blevet nævnt, og Grønland er jo et af de områder i verden, der mærker klimaforandringerne tydeligst. Man kan nærmest sige, at I er på klimaforandringernes frontlinje. Derfor er mit spørgsmål: Er fru Aaja Chemnitz Larsen enig i, at en ansvarlig grønlandspolitik også inkluderer en ansvarlig klimapolitik? ",0
803,"Det ville være nemt nok at sige, at vi er så langt foran Danmark i forhold til grøn energi. Men det er også, fordi vores geografi er meget anderledes end Danmarks, og fordi vores muligheder er meget anderledes i Grønland. Men jeg tror, at Danmark går i den rigtige retning, hvor man gerne vil sætte fokus på alternativ energi og gå væk fra fossile brændstoffer i fremtiden. Det kræver så også, at man kan se den økonomiske fidus i at være med, altså som borger, og jeg tror også, at information er meget, meget vigtigt for at få alle med – altså at det ikke bare er på politisk plan, men også et ønske i samfundet. Det er meget større end politikernes egen vilje til at omdanne til et grønt samfund. ",1
804,"Tak for det. Og tak til ministeren for talen. Jeg vil bare takke ministeren for at ville indhente mere data på området og få foretaget en større analyse i forhold til at slippe disse motorkøretøjer fri. Og vi er selvfølgelig også interesserede i at styrke mobiliteten. Mit spørgsmål går på, om ministeren vil opfordre til, at der også bliver taget nogle CO 2 -beregninger med, når vi nu har en færdselskommission – man kunne næsten kalde det en miljøkommission – for at se på, hvad konsekvensen med hensyn til CO 2 -udledning vil være af, at der kommer flere af de her køretøjer på vejene, hvis vi engang vedtager lovgivningen, og hvad konsekvenserne for folkesundheden vil være, i sammenligning med hvis folk cykler til deres aktiviteter. Er det noget, som også vil indgå i beregningerne? ",0
805,"Det kan vi, fordi vi har en lang række andre måleværktøjer og ikke mener, at det grønne nationalregnskab er afgørende for vores klimaindsats. Det er sådan set de konkrete initiativer, som måles og beregnes i alle mulige andre sammenhænge. Det behøver vi ikke  det  konkrete værktøj til, for det kan vi så rigelig mange andre steder. Og så tillod jeg mig bare at gøre opmærksom på nogle af de konkrete initiativer, som vi leverer, for det tror jeg måske er mere interessant, altså hvad det er, vi gør aktivt for at bekæmpe klimaforandringerne. Det tror jeg sådan set er mere relevant, end hvordan vi måler det, for det måler vi på mange måder, og det gør vi fortsat. ",0
806,"Tak for det. Hvis Liberal Alliance nu skulle kigge ikke bare 2-3 år, men snarere 5-10 år eller måske 15-20 år ud i fremtiden, hvad er det så, partiet ser Danmark komme til at leve af? Er det gammeldags, traditionel fossilbaseret vækst, eller er det den grønne dagsorden, som Danmark jo længe har været foregangsland for? Og hvis partiet nu er enig i, at det, som Danmark ikke bare bør, men også kan leve af i fremtiden, er at være verdensførende inden for hele den grønne dagsorden, lige fra grøn teknologi til klimatilpasning, infrastruktur og bæredygtig levevis, kan ordføreren så ikke godt se, at det rent økonomisk set også ville være en rigtig god investering at sætte alt ind på den grønne omstilling, så vi er i super topform og forrest i førerfeltet? ",1
807,"Jeg hørte ikke lige et spørgsmål der. Men jeg vil sige, at jeg mener, at det er en Audi A6, der vil blive 60.000 kroner billigere oven på den seneste aftale her. Altså, hvorfor bruge så mange penge på det i stedet for at sige, at nu satser vi helhjertet på den fossilfri trafik? Dengang vi sad ovre hos skatteministeren og skulle lave den her aftale, hvor vi skulle finde 800 million kroner, havde SF masser af forslag, og de var mere end finansieret. Men man ville ikke. Nu har man så samlet set brugt endnu flere penge end det på at sænke registreringsafgiften bredt set. Og det synes vi bare ikke i SF er klogt. ",0
808,"Det vil sige, at vi fremadrettet kan forvente, at De Konservative vil blive ved med at kæmpe for endnu flere penge og endnu større puljer til at standse tilbagegangen for natur og biodiversitet. Jeg er meget enig med ordføreren i, at selv om det er vigtigt at få afsat en lille pulje til naturen, skal der væsentlig mere til, ikke kun af penge, men sådan set også af politisk vilje, for eksempel til at udlægge de 200.000 ha statslige arealer til reelt vild natur og biodiversitet, så vi kan standse den her katastrofale tilbagegang. ",0
809,"Tak for det. Nu kunne ordføreren jo ikke helt svare på det med de miljø- og sundhedsproblematiske stoffer. Men jeg vil tage fat i en anden del af den grønne omstilling, nemlig den aftale, som regeringen lavede med Dansk Folkeparti i september om støtten til vedvarende energi. Og rent faktuelt sker der det, at man halverer tempoet i den grønne omstilling, altså at vi får halvt så meget vedvarende energi per år i de kommende år, som vi har haft de sidste par år. Det kunne jeg godt tænke mig at høre hvordan rimer med De Konservatives mærkesager og ønsker om at have en grøn profil. Og så vil jeg i øvrigt spørge, om De Konservative synes, det er klogt, at den støttemodel, man har valgt, er den modsatte af den, som et samlet erhvervsliv og en samlet industri anbefalede. ",0
810,"Men jeg taler ikke om den humanitære bistand. Jeg snakker ikke om udviklingshjælpen. Jeg snakker om klimabistanden, altså det, der i COP-sporet i FN handler om tilpasning, det vil sige spørgsmålet om, hvordan man kan overleve nogle bestemte steder på Jorden. Mener Det Konservative Folkeparti, at det er fornuftigt at skære så massivt i bistanden til de lande, der lever under de klimaforandringer, som det jo primært er den vestlige industrialiserede del af kloden der har bidraget til? ",1
811,"Hvis vi endelig skal tage bilområdet, vil jeg sige, at vi jo har lavet en mere lempelig indfasning af registreringsafgiften, dengang bilsalget på elbilmarkedet helt stoppede. Og i forhold til biler generelt har vi gjort det, at vi har prioriteret biler, der kører langt på en liter brændstof. Det betyder, at for eksempel hybridbiler med den aftale, der blev indgået, bliver markant billigere. Det er stadig væk svært helt at konkurrere med almindelige, traditionelle biler, for du skal trods alt lægge to motorer ind, og batterisystemet er et meget dyrt system at have. Men heldigvis ved vi, at rigtig mange bilvirksomheder forsker i at gøre prisen på hybridbiler billigere, og når det sker, slår det ekstra meget igennem i Danmark. ",0
812,"Det var så et svar med en række indbyggede selvmodsigelser, nemlig at vækst er en forudsætning for den grønne omstilling, og at erhvervslivets fremgang er årsagen til CO 2 -udledningen. Men lad nu det ligge. Vi har ikke 200 år til at løse den her krise, og jeg vil gerne bede finansministeren om at svare på mit spørgsmål: Hvordan vil finansministeren forklare vores børn og børnebørn, at man i lige præcis de her år, hvor man havde mulighed for at bremse den her krise, for at udnytte vores rolle i verden til at være foregangsland, til at vise resten af verden, hvordan det her kan lade sig gøre, også i forhold til vores transportsektor, var mere optaget af skattelettelser og vækst? ",1
813,"Jeg vil sådan set med stolthed i stemmen forklare, at regeringen gør rigtig meget for netop at understøtte en omstilling i Danmark, at vi har høje målsætninger om mere vedvarende energi, at vi med det energiudspil, der kommer i 2018, får lavet en markedsorienteret omstilling af vores energistruktur, så vi får flere vedvarende energikilder sat i spil, og at vi med iværksætteraftalen får sænket den elvarmeafgift, der har været hindrende for, at vi får skabt en ordentlig grøn omstilling i vores erhvervsliv. Så vi tager faktisk med aftalerne, som finansloven rummer, også fat på noget af den grønne omstilling, der er så vigtig. ",1
814,"Tak for spørgsmålet. Som jeg sagde i mit indledende svar, er det endnu for tidligt at spå om indholdet i regeringens energiudspil. Men det er klart, at energieffektivitet ligesom udbygning med vedvarende energi også vil finde plads i det udspil, som regeringen vil komme med i løbet af den kommende tid. Og der handler det for regeringen om at finde den rigtige balance mellem en fortsat udbygning med vedvarende energi og så det at sikre, at vi også bruger energien så effektivt som overhovedet muligt. ",0
815,"Det er jo rigtigt, at regeringen har annonceret, at der vil være et mål for vedvarende energi. Vi kommer så til at diskutere, hvor højt det mål skal være, og det er fint nok. Hvis regeringen og ministeren i dag siger, at de to ting jo skal hænge sammen, og at der derfor også vil være et mål for en indsats på energieffektiviseringer, så er jeg sådan set tilfreds. Det er jo det, jeg spørger om. Vil der også være mål der, eller er der kun et mål for vedvarende energi i regeringens pakke? ",1
816,"Endnu en gang tak for spørgsmålet. Som jeg sagde før, er vi endnu ikke kommet med vores samlede forslag til en energiaftale og et energiudspil, og når det sker, vil også det her spørgsmål blive håndteret i den sammenhæng. Regeringen har, som spørgeren rigtigt nok siger, et overordnet mål for andelen af vedvarende energi i 2030, ligesom vi jo også i EU-sammenhæng har forpligtet os til ret store mål i forhold til at reducere energiforbruget og skabe energieffektivitet. Og jeg er overbevist om, at vi kommer til at fortsætte den udvikling. ",0
817,"Ja, der er mange ting, der ikke står i Parisaftalen, for det er jo en rammeaftale. Men den er dog ret stram i sin ramme, nemlig de nævnte 1,5-2 graders temperaturstigning. Og jeg vil godt spørge ministeren, hvordan han forestiller sig man skal kunne holde sig inden for de krav, hvis man slet ikke begynder at kigge på udfasningen af udvindingen af fossil energi. Skal den fossile energi udvindes og så ligge i tanke uden at blive brugt i mange år frem i tiden, eller hvad er tanken med at fortsætte udvindingen og kun kigge på forbrug? ",1
818,"Tak for det. Jamen det er jo blandt andet med afsæt i sådan nogle overvejelser, at regeringen tilbage i 2016 med et flertal, der bestod af mit eget parti, Dansk Folkeparti, Liberal Alliance og Det Konservative Folkeparti lavede en naturpakke, hvorefter der, tror jeg, investeres 350 million kroner i natur, blandt andet jo med 10.000 ha urørt skov og med 3.300 ha – hvad hedder det – anden biodiversitetsskov. Det betyder jo, at 20 procent af statens skove vil have biodiversitet som hovedformål, altså ikke skovdrift, men biodiversitet – for nu bare at nævne en ting. ",0
